precinct,ward,long,lat,total_units,occupied,vacant,total_pop,total_hisp,total_nonhisp,white_alone,black_alone,aian_alone,nhpi_alone,asian_alone,other_alone,two_or_more,Green,King,Buckner,Wilson,Johnson,Vallas,Lightfoot,Sawyer,Garcia
4,43,-87.63419231319925,41.92563505180346,7710,6974,736,10999,712,10287,8560,330,2,2,933,40,420,5,17,12,9,75,251,55,3,52
4,44,-87.63529539929446,41.93472374229557,5230,4792,438,6768,495,6273,5005,229,6,2,712,28,291,9,16,17,16,124,456,122,4,75
4,45,-87.76957991190514,42.000940495475405,397,380,17,1141,131,1010,900,0,0,0,51,5,54,3,0,9,18,22,242,27,0,27
4,46,-87.64578198017097,41.95032110477341,5986,5507,479,7814,893,6921,5285,588,9,3,716,34,286,14,16,16,13,202,267,96,4,94
4,47,-87.67013678948452,41.97126588749009,2722,2551,171,4613,757,3856,3084,168,2,1,353,17,231,9,7,23,11,238,158,58,2,74
4,48,-87.65413695314129,41.974349839780814,4328,3956,372,6411,821,5590,2868,1285,12,0,1233,20,172,8,5,13,13,130,71,61,2,48
4,49,-87.66216970453426,42.01040748177287,3740,3533,207,5791,739,5052,3013,1282,7,0,402,59,289,17,4,12,32,335,99,76,2,96
4,50,-87.69313561532735,42.01562260792141,1363,1293,70,4143,798,3345,1375,994,11,1,807,36,121,6,4,4,23,90,101,45,0,52
5,1,-87.69525056092554,41.92157816544133,2647,2445,202,4951,1616,3335,2673,206,5,6,280,19,146,9,2,26,6,242,106,38,0,122
5,2,-87.62249710570521,41.89592933021502,3743,3190,553,4859,279,4580,3634,133,4,6,612,26,165,6,7,10,11,50,338,48,1,38
5,3,-87.63342376511606,41.81499221573044,823,670,153,1477,182,1295,107,1012,0,0,122,10,44,2,2,1,26,24,8,40,0,3
5,4,-87.60524309252996,41.80693490879344,1829,1615,214,2925,81,2844,191,2489,8,0,14,24,118,6,19,2,60,52,17,81,2,5
5,5,-87.57890562976098,41.77159881481852,1177,1064,113,1986,83,1903,125,1704,4,0,8,1,61,3,7,4,20,39,26,68,0,9
5,6,-87.62879505016576,41.768854559061644,1478,1172,306,3185,71,3114,39,3003,2,0,6,10,54,13,2,1,68,20,19,71,6,5
5,7,-87.55892689911373,41.76341719476181,2976,2618,358,3957,103,3854,118,3622,2,0,17,6,89,18,11,7,77,110,57,188,2,33
5,8,-87.5740418322963,41.75505509787403,1067,939,128,2220,52,2168,31,2062,4,0,5,7,59,5,5,5,50,63,22,121,2,18
5,9,-87.62837987313029,41.718238481244384,998,911,87,2335,38,2297,2,2231,1,0,3,4,56,14,8,5,71,60,28,131,2,14
5,10,-87.5302998022048,41.720493614979745,928,790,138,2369,1979,390,152,207,1,0,5,5,20,0,0,0,7,7,42,9,0,53
5,11,-87.65799386986342,41.83944585322796,1746,1585,161,4056,1098,2958,1046,148,8,3,1666,16,71,0,4,8,25,69,212,37,3,58
5,12,-87.67570678608745,41.838933622060956,1811,1646,165,4721,2555,2166,571,85,4,1,1452,6,47,9,1,1,7,51,143,13,1,100
5,13,-87.76977856796346,41.79020151995156,898,860,38,2173,1180,993,931,11,3,1,12,10,25,0,2,0,26,19,188,6,0,67
5,14,-87.70029105461457,41.790299988832395,1725,1623,102,5816,5218,598,236,272,0,2,16,50,22,8,1,0,12,28,50,11,0,186
5,15,-87.6710133239862,41.81175711017697,2363,2074,289,6650,6094,556,226,191,8,2,81,11,37,1,0,0,13,22,30,19,0,133
5,16,-87.66175173547909,41.78926722312992,1818,1375,443,4178,1055,3123,54,3001,7,0,5,10,46,22,5,3,86,45,17,117,1,12
5,17,-87.65398406651789,41.759624502887846,972,823,149,1785,178,1607,12,1560,3,0,3,1,28,5,2,1,31,18,9,70,2,4
5,18,-87.67809432401573,41.75380871898081,853,794,59,2220,207,2013,12,1958,0,0,3,6,34,18,3,2,52,65,34,170,3,10
5,19,-87.67915183435453,41.72464833084108,599,563,36,1594,101,1493,994,455,2,0,7,2,33,3,8,10,38,97,300,83,2,57
5,20,-87.64649281888458,41.80147287299397,1243,974,269,3010,896,2114,47,1969,1,0,33,14,50,14,0,1,44,19,20,54,0,9
5,21,-87.63582199663242,41.684834158323234,1740,1458,282,4277,139,4138,38,3989,2,0,4,14,91,16,7,4,111,64,37,218,2,8
5,22,-87.71608437234504,41.84709351948643,2500,2269,231,7621,7023,598,176,311,14,0,29,24,44,3,0,2,9,56,44,15,0,203
5,23,-87.78563293417793,41.79781262966727,670,656,14,1730,739,991,918,19,8,4,11,4,27,1,0,1,30,15,316,5,1,48
5,24,-87.7300791586704,41.854106198777345,1723,1535,188,3844,349,3495,52,3357,6,0,6,9,65,17,1,1,111,78,34,214,1,17
5,25,-87.68270949562205,41.85529330570896,2396,2093,303,5619,4252,1367,851,278,2,0,114,29,93,14,2,2,17,147,56,25,1,232
5,26,-87.7094007218932,41.908276603534105,1309,1181,128,3010,1855,1155,726,296,4,0,50,15,64,7,0,2,25,119,61,30,1,61
5,27,-87.7094940157315,41.89472015901104,1282,1132,150,3154,1105,2049,166,1780,4,0,14,8,77,7,0,2,61,50,18,83,0,15
5,28,-87.7233238210893,41.88304805906126,1073,885,188,1593,93,1500,34,1421,3,0,1,5,36,7,0,0,91,26,10,87,1,5
5,29,-87.79782584054651,41.91781816648609,1318,1282,36,2703,1057,1646,865,619,1,0,51,53,57,7,5,5,30,58,134,62,0,48
5,30,-87.76795804234568,41.9266870727012,2142,2044,98,7206,6185,1021,621,214,6,0,119,15,46,7,2,0,36,31,117,23,1,171
5,31,-87.7324736203393,41.9276260281867,1629,1533,96,4381,3562,819,545,123,9,0,80,10,52,2,1,1,25,42,58,29,0,133
5,32,-87.66655225422228,41.941522685624776,1958,1886,72,3640,310,3330,2856,130,3,1,190,11,139,2,5,6,5,89,190,37,0,21
5,33,-87.70936576664602,41.94982945753454,2068,1891,177,4808,2443,2365,1661,194,12,0,345,28,125,10,6,9,25,164,198,50,1,136
5,34,-87.64679224119028,41.8746658660292,3235,3010,225,6252,575,5677,3236,526,14,4,1568,110,219,14,7,28,11,96,187,66,2,68
5,35,-87.71506360786464,41.92220729080806,2182,2012,170,4944,2436,2508,1917,293,7,0,111,19,161,10,1,8,15,300,76,35,1,96
5,36,-87.79706275445109,41.92917322346355,1282,1241,41,4115,3027,1088,796,114,4,0,113,20,41,5,1,4,24,33,69,20,0,120
5,37,-87.74811835633169,41.89140320369647,1157,1000,157,2918,599,2319,28,2216,2,0,5,4,64,7,2,0,75,42,11,93,1,12
5,38,-87.82907022710137,41.94048905063719,1893,1852,41,4282,952,3330,3043,41,3,0,176,3,64,3,2,0,88,45,406,23,0,63
5,39,-87.73560738717865,41.97362882787899,710,666,44,2129,597,1532,934,25,2,0,479,12,80,6,4,5,13,90,141,27,0,58
5,40,-87.68967227276906,41.99230924725472,2188,1964,224,6045,1409,4636,1279,1130,9,0,1983,46,189,10,6,10,24,91,133,39,2,73
5,41,-87.82136748259724,41.98163404142685,915,885,30,2242,291,1951,1703,28,0,0,124,14,82,0,1,8,32,40,355,14,1,39
5,42,-87.61611148155872,41.885290373995566,4130,3638,492,6198,423,5775,3928,353,9,0,1192,40,253,12,15,13,35,85,448,118,3,58
5,43,-87.63973597768525,41.92620652807453,3311,3074,237,4856,287,4569,3813,130,0,0,425,25,176,10,15,17,16,117,410,83,1,66
5,44,-87.64720426438218,41.943519438901994,4515,4185,330,7046,653,6393,5262,202,3,4,564,32,326,10,2,25,4,195,161,49,1,48
5,45,-87.7627045608533,42.000324525658264,1071,1053,18,2833,277,2556,2044,20,1,0,385,8,98,3,4,8,28,79,305,53,3,41
5,46,-87.64260241452646,41.9512943087383,8650,7980,670,11553,1185,10368,7894,631,13,4,1330,56,440,9,9,16,25,104,290,99,1,74
5,47,-87.66511062424775,41.97204958545225,4529,4101,428,7236,1007,6229,4336,569,20,5,849,29,421,11,3,29,11,384,108,82,4,66
5,48,-87.65437519712431,41.98411623499336,3247,2994,253,4515,353,4162,2519,505,5,0,933,33,167,5,7,3,5,64,92,62,1,52
5,49,-87.65916488038421,42.005249837141804,3006,2768,238,5817,716,5101,3253,910,12,1,603,81,241,14,5,20,26,283,159,86,4,96
5,50,-87.69736949959903,42.00849005101488,2219,2065,154,6067,1155,4912,3267,551,6,3,825,82,178,9,7,9,27,109,290,73,1,63
6,1,-87.69008451644227,41.92251221221276,1854,1723,131,3607,1311,2296,1761,214,0,1,186,12,122,7,2,13,14,199,121,52,1,89
6,2,-87.61905151836102,41.898112341501935,4857,3628,1229,5559,317,5242,4205,193,2,0,687,21,134,5,12,6,18,67,469,135,0,48
6,3,-87.62311745165155,41.85542043296138,3057,2878,179,4948,343,4605,1894,1739,0,0,757,39,176,19,9,10,34,84,115,120,2,38
6,4,-87.60032926440056,41.807783264957884,2141,1951,190,3966,136,3830,570,2953,8,0,119,24,156,15,41,10,31,99,42,111,1,25
6,5,-87.57900952988616,41.767918144867295,1246,1089,157,2022,64,1958,125,1744,3,0,6,4,76,9,5,5,50,39,24,84,3,14
6,6,-87.62145203471319,41.771978085487156,1601,1232,369,2959,78,2881,14,2760,3,1,7,13,83,23,3,0,58,47,26,108,5,6
6,7,-87.5483200410489,41.75681481486324,2276,1943,333,3334,83,3251,52,3091,4,0,10,2,92,6,5,1,23,16,14,47,0,6
6,8,-87.57248075548952,41.74776826362515,1647,1448,199,3139,63,3076,33,2954,1,0,9,7,72,22,14,6,101,93,37,233,7,24
6,9,-87.61845345282468,41.717888351423525,883,786,97,2092,54,2038,22,1947,7,0,5,15,42,20,7,4,112,120,76,238,8,13
6,10,-87.54003467659619,41.721024843293215,997,863,134,2444,1954,490,151,306,4,2,2,8,17,1,1,0,14,21,29,13,0,76
6,11,-87.65044494941417,41.84135223223825,2020,1869,151,4838,1170,3668,938,276,0,1,2386,14,53,15,11,8,42,81,285,25,0,112
6,12,-87.68823281069136,41.82777747647891,1342,1249,93,3743,2045,1698,341,86,3,0,1239,7,22,11,1,3,19,38,98,15,2,123
6,13,-87.76848699715525,41.786313382916646,736,710,26,2044,1163,881,821,19,0,0,8,4,29,1,1,0,29,19,207,10,0,72
6,14,-87.70867589372845,41.80073771751699,1920,1818,102,6965,6407,558,244,131,4,1,121,32,25,6,1,4,15,33,88,12,4,253
6,15,-87.67221288105875,41.806714358381384,2392,2104,288,7028,6551,477,185,235,0,0,18,15,24,3,0,1,15,43,36,10,1,161
6,16,-87.6812028769342,41.774361460163576,982,864,118,2628,668,1960,20,1879,4,0,3,3,51,10,2,1,80,38,15,124,1,23
6,17,-87.66976453947852,41.760875152949104,1125,1023,102,3082,569,2513,14,2430,6,0,2,5,56,7,6,0,65,36,16,88,1,13
6,18,-87.69191235997035,41.746305052860784,1013,973,40,2607,200,2407,53,2283,4,0,6,11,50,29,6,5,128,128,82,226,4,17
6,19,-87.69830098767602,41.70337649730534,1079,1058,21,2775,370,2405,2163,125,4,0,50,13,50,4,1,2,35,25,469,22,0,47
6,20,-87.6343941912096,41.801652197564316,876,659,217,1742,423,1319,292,938,1,0,33,11,44,10,3,0,48,19,12,56,0,5
6,21,-87.63561863213138,41.6766702470532,1853,1516,337,4187,124,4063,38,3911,10,0,4,24,76,17,4,2,100,49,21,169,2,9
6,22,-87.71044950957062,41.848701402315875,1990,1792,198,5888,5413,475,116,284,15,2,15,9,34,3,0,0,9,22,29,4,0,116
6,23,-87.78363930910592,41.794088628668895,489,469,20,1342,607,735,669,13,4,2,19,8,20,0,0,1,23,6,171,5,0,39
6,24,-87.7258894642186,41.87173059796687,1156,958,198,3045,144,2901,55,2762,12,3,4,16,49,12,0,1,82,60,12,135,0,10
6,25,-87.68321875020173,41.84888482437771,1890,1633,257,4089,3097,992,685,139,5,1,80,16,66,12,1,7,19,134,111,19,0,202
6,26,-87.71894143400816,41.91194904500144,679,613,66,1809,1352,457,254,107,1,1,39,3,52,7,1,5,14,68,56,15,1,50
6,27,-87.64469098522389,41.90118289172419,2441,2257,184,4106,218,3888,2316,1026,1,0,394,16,135,11,9,8,24,80,213,78,0,44
6,28,-87.7145521821256,41.884113616001265,2787,2419,368,5761,497,5264,308,4804,3,1,30,15,103,6,4,0,68,64,27,99,0,13
6,29,-87.79078942898072,41.91840689661826,1599,1557,42,3684,1640,2044,705,1118,3,0,87,60,71,5,9,0,47,57,61,109,0,25
6,30,-87.73428785197251,41.94968772211751,1225,1144,81,2609,546,2063,1716,103,6,0,152,5,81,1,3,20,18,73,154,61,1,50
6,31,-87.7443888689959,41.93521757735877,1329,1240,89,3393,2545,848,512,82,5,1,195,7,46,1,3,1,23,25,47,25,0,105
6,32,-87.66540338584213,41.93852395060733,1289,1208,81,2494,224,2270,1957,70,2,0,146,8,87,3,4,8,5,44,94,25,0,9
6,33,-87.71057730449603,41.95752288696613,2048,1846,202,4712,2420,2292,1419,225,7,2,456,15,168,13,1,8,23,181,163,56,2,134
6,34,-87.65683181263948,41.88074415203349,2508,2433,75,4719,311,4408,3295,179,2,1,770,17,144,2,4,9,4,63,181,47,2,40
6,35,-87.70811345140635,41.922441290392534,3484,3295,189,7069,2481,4588,3673,363,9,0,284,24,235,13,7,19,19,429,127,59,2,103
6,36,-87.79490346061978,41.92610986415631,1648,1585,63,3900,2612,1288,767,350,2,0,81,56,32,5,2,0,12,16,73,15,0,78
6,37,-87.75868195715286,41.90450055640331,1928,1754,174,4871,1062,3809,25,3693,7,0,2,6,76,18,3,1,108,96,25,197,0,23
6,38,-87.81494768819645,41.95060830439933,1353,1322,31,3579,1025,2554,2166,49,0,0,236,22,81,2,9,0,58,26,256,17,1,44
6,39,-87.73429346361235,41.966565648590944,1320,1243,77,3068,1317,1751,1118,57,2,5,462,13,94,6,1,3,8,58,94,21,0,44
6,40,-87.67983355828868,41.99220100370825,2275,2089,186,5781,967,4814,1550,1216,16,0,1823,34,175,16,3,4,43,77,92,93,0,63
6,41,-87.82015373171966,41.97569883145201,997,961,36,2699,355,2344,2019,28,1,0,194,11,91,1,3,1,38,35,344,27,0,25
6,42,-87.61496605610944,41.884876751790266,2272,2020,252,3293,191,3102,2224,224,4,0,493,25,132,1,7,4,16,20,256,54,0,37
6,43,-87.64092438678767,41.92956960461266,5128,4760,368,6799,492,6307,5193,196,3,1,588,31,295,8,16,23,17,126,446,93,3,86
6,44,-87.64591248522511,41.937720287466554,4169,3996,173,6257,574,5683,4615,180,6,0,600,16,266,4,4,16,10,171,179,45,1,55
6,45,-87.78342808013346,41.99814736581944,1633,1572,61,4001,488,3513,3190,28,7,0,165,14,109,6,1,5,50,54,396,30,2,60
6,46,-87.64835933521142,41.953210493867594,6731,6154,577,9483,1033,8450,6112,924,11,4,1010,37,352,14,17,33,18,266,268,104,2,88
6,47,-87.66226022615062,41.97446081848341,2747,2496,251,4574,583,3991,2879,229,10,2,598,14,259,10,9,18,4,303,97,64,3,46
6,48,-87.65799943790282,41.982207415502074,4976,4648,328,7855,1078,6777,3857,1524,11,0,1046,57,282,13,10,19,16,180,108,78,2,75
6,49,-87.65839453162309,42.00008543842921,2122,1865,257,6359,685,5674,3456,714,12,1,1134,147,210,3,0,1,2,16,10,13,1,5
6,50,-87.69258934256135,42.01041364529768,1340,1240,100,3432,741,2691,1335,658,4,1,576,26,91,3,3,5,7,67,51,42,4,28
7,1,-87.70313953639976,41.91952549756371,3373,3168,205,6775,2296,4479,3540,425,2,1,265,20,226,11,7,18,11,327,101,35,1,82
7,2,-87.62198375164755,41.898222975368704,6307,4772,1535,7383,444,6939,5592,238,2,0,898,28,181,1,3,14,15,42,485,65,3,43
7,3,-87.62421498093033,41.840057098365264,1916,1689,227,4332,291,4041,963,2101,3,11,775,69,119,9,12,1,77,34,38,92,2,26
7,4,-87.59439138729205,41.807836690815435,1760,1678,82,3335,124,3211,628,2309,0,0,91,8,175,8,23,4,23,94,50,72,1,22
7,5,-87.58259120440489,41.77155651565602,1194,1076,118,2380,61,2319,56,2190,3,2,0,3,65,6,0,1,20,15,12,38,1,2
7,6,-87.61068204676032,41.769509846312914,3050,2544,506,6502,135,6367,37,6171,4,0,3,20,132,8,0,2,81,51,22,127,5,16
7,7,-87.55491150909796,41.75622612198635,3010,2425,585,4988,170,4818,76,4535,14,0,15,19,159,15,7,0,48,30,25,111,3,9
7,8,-87.57971339394311,41.748524733624535,1243,1072,171,2313,42,2271,7,2168,0,2,5,4,85,16,5,4,65,53,27,109,4,10
7,9,-87.63505315170842,41.710723403661376,941,818,123,2383,52,2331,13,2270,5,0,1,7,35,27,3,5,118,54,39,193,2,7
7,10,-87.54943676288991,41.71897231096771,1054,929,125,2850,2255,595,281,243,13,1,13,11,33,5,2,1,19,35,127,12,0,152
7,11,-87.63389301562454,41.84992575674271,2645,2432,213,6384,181,6203,249,249,0,0,5631,6,68,17,2,5,32,49,242,45,2,46
7,12,-87.70965752901684,41.81669332801863,1131,1033,98,3212,2268,944,199,70,0,0,650,14,11,3,1,1,13,17,100,12,0,122
7,13,-87.78444825682433,41.77616334624796,916,872,44,2046,951,1095,966,53,0,0,27,12,37,1,0,1,24,10,184,16,0,59
7,14,-87.73620681126151,41.80373075053224,1307,1235,72,4389,3526,863,585,36,3,2,168,8,61,6,1,2,37,37,118,14,0,210
7,15,-87.67530234531765,41.80320017364263,2315,1982,333,6950,6313,637,162,398,3,0,25,10,39,3,0,0,22,20,18,6,0,77
7,16,-87.67853752428242,41.79710016160914,1146,1020,126,3325,2253,1072,74,918,3,1,13,10,53,11,1,0,43,22,24,41,0,30
7,17,-87.66554975470522,41.76216052408319,408,352,56,1150,206,944,7,914,1,0,2,0,20,3,1,2,31,11,10,43,3,3
7,18,-87.69105496134654,41.737947589425204,1061,1033,28,2812,233,2579,162,2340,0,1,13,15,48,12,12,3,65,96,92,220,2,17
7,19,-87.68839579999974,41.68807665127703,1361,1301,60,3271,244,3027,2248,663,4,1,16,10,85,6,4,12,39,60,641,32,2,60
7,20,-87.6353142189125,41.78904687188196,889,669,220,1806,218,1588,19,1512,2,0,5,13,37,8,3,0,39,30,17,66,1,3
7,21,-87.65049832539806,41.673933978222124,1952,1833,119,4360,165,4195,60,4024,2,0,5,16,88,13,10,6,135,93,63,232,5,12
7,22,-87.70934728009166,41.83554337030502,2033,1856,177,6519,6334,185,100,28,10,0,3,14,30,2,0,1,10,36,19,6,0,155
7,23,-87.77892772468462,41.79791473467242,669,638,31,1789,925,864,815,13,3,0,9,2,22,4,0,0,34,12,212,12,0,49
7,24,-87.7224310164366,41.868483244129074,1045,883,162,2922,166,2756,63,2609,15,3,1,9,56,4,0,2,47,22,5,64,0,3
7,25,-87.67812067077182,41.85514855840806,2592,2288,304,5881,4486,1395,910,247,4,4,120,32,78,14,2,8,24,136,83,20,0,216
7,26,-87.71455105938354,41.91693948685917,1508,1377,131,3450,1979,1471,1053,222,4,0,84,12,96,7,2,7,8,126,46,25,0,53
7,27,-87.66196638410936,41.8953056989178,3167,3010,157,5709,1564,4145,2975,655,3,0,293,25,194,9,6,24,51,161,164,65,2,93
7,28,-87.70872999848504,41.88738572014438,841,712,129,1969,273,1696,201,1443,2,0,10,4,36,5,3,0,31,43,16,53,0,9
7,29,-87.80036297474736,41.91169343231885,1056,1029,27,2733,789,1944,1118,657,3,0,71,8,87,6,8,9,62,119,209,108,1,66
7,30,-87.74397907071543,41.94214348148025,1795,1697,98,4232,2558,1674,1188,135,13,1,251,10,76,12,2,7,16,37,88,24,2,84
7,31,-87.73810659146032,41.937068373277526,1279,1187,92,3413,2350,1063,699,105,2,0,191,10,56,7,2,7,24,37,100,25,0,84
7,32,-87.664587782112,41.93508532314662,2556,2432,124,5329,398,4931,4279,86,5,1,300,34,226,4,6,18,9,119,257,28,4,35
7,33,-87.71547539101375,41.957460927756905,2594,2400,194,6124,3378,2746,1782,226,3,1,488,34,212,4,4,12,25,191,133,35,2,141
7,34,-87.65441024591009,41.8824162219293,1455,1386,69,2432,114,2318,1797,79,0,0,336,5,101,1,1,6,4,31,101,34,0,13
7,35,-87.72193581293203,41.92637139707644,1876,1738,138,4466,2444,2022,1510,191,0,0,146,30,145,18,2,10,24,246,86,58,0,116
7,36,-87.78596937512367,41.92803283676728,1496,1425,71,3738,2636,1102,588,354,3,0,79,50,28,2,1,1,19,26,41,17,1,71
7,37,-87.7311175614643,41.89893350834659,1651,1492,159,4436,2315,2121,138,1891,4,0,17,12,59,10,1,0,59,42,27,87,0,36
7,38,-87.81868868872809,41.945574879328696,1616,1563,53,4210,1452,2758,2442,44,0,0,165,12,95,3,4,1,76,34,298,22,1,71
7,39,-87.73673969658302,41.969968958244074,824,794,30,2231,687,1544,948,17,1,0,450,27,101,3,6,3,9,55,128,26,1,27
7,40,-87.67272099414518,41.99319506850121,2279,2188,91,4658,1251,3407,1711,727,14,0,762,19,174,10,2,5,24,126,138,62,0,80
7,41,-87.81451805263804,41.97825293023933,848,824,24,2258,368,1890,1587,35,2,0,174,23,69,2,2,1,33,39,267,19,1,23
7,42,-87.61921124431021,41.88936854328505,8244,6997,1247,11540,811,10729,7371,437,12,0,2412,56,441,1,4,6,8,35,310,77,0,45
7,43,-87.64346000701286,41.931343364489706,5240,4913,327,7365,577,6788,5456,306,6,4,664,39,313,10,5,23,26,165,304,93,4,56
7,44,-87.6430239465294,41.934540718396974,6735,6363,372,9362,768,8594,6865,445,9,3,819,41,412,15,10,23,24,160,172,78,4,57
7,45,-87.78396186040287,41.98755473082801,1198,1121,77,2722,483,2239,1944,24,9,0,166,16,80,5,4,2,54,57,401,29,1,65
7,46,-87.65083414951907,41.95182215189492,4203,3826,377,6226,701,5525,4171,690,14,1,345,32,272,17,4,25,20,163,145,67,1,50
7,47,-87.69300389506331,41.96429162542356,2543,2390,153,4966,741,4225,3536,127,4,1,290,13,254,22,8,32,13,373,233,110,6,112
7,48,-87.66683132107339,41.98320129953687,1429,1294,135,2689,483,2206,1673,123,2,0,228,9,171,6,7,18,6,258,124,62,1,56
7,49,-87.66299247534204,42.00147404012335,4782,4268,514,9333,1144,8189,5227,1184,23,0,1171,131,453,21,12,19,52,248,164,95,2,77
7,50,-87.68716339813413,42.0116375743878,2832,2681,151,7149,1736,5413,2198,1934,14,0,983,45,239,20,12,10,35,172,166,99,0,87
8,1,-87.69496745641415,41.9157125110262,2317,2154,163,4658,1317,3341,2669,203,5,2,271,19,172,12,1,15,11,201,124,27,0,61
8,2,-87.62250374390864,41.9009475591012,7051,5574,1477,8790,475,8315,7005,310,5,0,748,32,215,0,3,5,7,43,391,62,0,36
8,3,-87.62169370898152,41.798220371930725,2207,1879,328,4303,158,4145,59,3987,9,0,15,8,67,21,6,6,91,94,27,119,2,15
8,4,-87.59051121211812,41.80786789656758,2565,2390,175,4108,134,3974,623,2953,4,0,191,14,189,13,29,3,45,93,46,165,6,23
8,5,-87.585046648189,41.771525575315366,1140,970,170,2005,42,1963,17,1871,3,4,3,4,61,4,0,3,42,26,16,51,2,6
8,6,-87.62011730446571,41.767427423038114,1972,1538,434,3612,68,3544,14,3404,2,2,8,23,91,14,4,1,57,40,24,74,4,7
8,7,-87.55821615830256,41.75412963715839,1274,1012,262,2412,82,2330,39,2181,5,0,9,5,91,11,0,0,47,35,21,71,1,9
8,8,-87.5806176074681,41.73424912018585,1298,1198,100,2653,25,2628,7,2561,5,0,5,6,44,29,9,8,103,132,62,290,15,15
8,9,-87.62724219111671,41.71112050281905,1111,992,119,2805,96,2709,7,2640,2,0,2,0,58,22,0,1,143,58,33,153,4,19
8,10,-87.5536029308499,41.69379474321857,1198,1111,87,3243,2577,666,307,317,1,1,7,14,19,5,4,1,14,19,136,13,0,142
8,11,-87.63406804438337,41.84335108680959,3096,2837,259,7249,417,6832,876,1050,9,2,4799,14,82,14,11,4,23,55,465,40,1,63
8,12,-87.67862372309884,41.83342246258736,1383,1282,101,3775,2027,1748,481,38,2,1,1185,4,37,3,2,0,11,38,115,11,2,110
8,13,-87.74753616642798,41.77652898238673,666,652,14,2098,1447,651,573,49,0,0,9,3,17,7,1,3,35,28,157,18,0,141
8,14,-87.7271523037431,41.80416379023039,1568,1465,103,5186,4457,729,516,42,2,0,136,6,27,6,2,1,21,40,91,7,5,203
8,15,-87.68521442820241,41.805102934456336,1357,1245,112,4294,3612,682,190,371,0,3,78,11,29,3,1,0,29,25,35,24,1,89
8,16,-87.67197079006789,41.79741638062762,1424,1177,247,4253,3007,1246,92,1100,1,0,7,9,37,6,1,0,30,10,9,34,2,25
8,17,-87.66128024212217,41.76132558853063,939,812,127,1954,233,1721,19,1629,1,0,6,14,52,8,4,1,27,29,12,78,1,3
8,18,-87.69862638798631,41.746186845158356,1167,1109,58,2935,356,2579,74,2443,3,0,4,9,46,17,13,8,145,119,110,271,7,38
8,19,-87.66997677822246,41.685996325876346,1215,1098,117,2808,107,2701,111,2505,9,1,11,6,58,19,4,6,87,70,61,215,3,15
8,20,-87.6361135229893,41.780719434748846,1767,1471,296,3135,128,3007,12,2931,5,0,6,3,50,15,5,0,70,17,13,68,0,6
8,21,-87.64492005791877,41.72660760026714,1226,1111,115,3169,69,3100,15,3017,1,0,5,9,53,31,6,2,98,63,50,198,2,13
8,22,-87.7153543265667,41.84254269588591,2774,2546,228,8772,8481,291,141,72,13,0,14,20,31,1,0,3,12,25,34,6,0,148
8,23,-87.7773529304838,41.794202405415255,1104,1060,44,2791,1432,1359,1276,25,1,0,20,13,24,0,2,2,39,8,181,7,0,62
8,24,-87.72189544566672,41.863301440006026,1370,1126,244,3143,218,2925,14,2846,2,0,1,6,56,9,3,1,63,32,12,82,0,12
8,25,-87.67321286251028,41.847996666674774,1844,1599,245,4217,3396,821,550,147,9,0,43,13,59,2,2,5,20,105,102,15,1,237
8,26,-87.72428896839996,41.91362696663446,1434,1350,84,3727,3007,720,348,267,5,0,30,13,57,7,4,3,17,68,44,24,1,78
8,27,-87.71312839008003,41.890874446528485,1209,1030,179,2438,462,1976,92,1821,0,0,12,1,50,4,1,1,43,23,13,54,0,11
8,28,-87.70577161964326,41.877645131941186,1936,1670,266,4462,306,4156,151,3882,3,2,14,9,95,9,3,1,65,51,15,110,3,14
8,29,-87.78998435032166,41.91181201964587,1127,1104,23,2998,859,2139,649,1338,1,0,66,6,79,15,8,7,82,159,186,211,0,76
8,30,-87.72004389561121,41.94158534734769,1652,1476,176,3674,2012,1662,1317,90,5,0,137,17,96,4,2,8,14,155,103,30,2,101
8,31,-87.73724002897859,41.93346374508115,1352,1273,79,3608,2697,911,631,115,6,0,96,5,58,10,3,6,24,64,118,24,0,132
8,32,-87.67099667316079,41.93783839324864,1139,1090,49,2498,261,2237,1872,20,5,1,194,8,137,5,3,16,2,78,177,30,1,27
8,33,-87.72044799672678,41.958563020380566,1507,1416,91,3548,1687,1861,1308,152,14,1,229,15,142,7,3,7,20,163,122,42,1,82
8,34,-87.65332910394427,41.88040891621057,1950,1901,49,3695,243,3452,2569,123,0,1,623,9,127,4,5,9,8,40,137,26,1,23
8,35,-87.7145985686335,41.92645840892257,996,929,67,2193,819,1374,1110,67,3,0,85,14,95,9,2,5,11,166,66,83,1,40
8,36,-87.79649737215281,41.92238199249707,1156,1124,32,2073,1021,1052,535,414,1,0,20,48,34,1,1,0,19,29,56,20,0,38
8,37,-87.75697703330542,41.897668187045795,1992,1806,186,5420,1305,4115,35,3966,4,0,8,10,92,18,6,2,95,74,14,189,0,19
8,38,-87.82028543787777,41.9405240870233,1397,1350,47,3575,1176,2399,2179,38,0,0,112,16,54,4,3,2,60,26,257,20,0,43
8,39,-87.730740454879,41.97140226332702,1250,1209,41,3489,1205,2284,1272,105,6,1,758,14,128,1,1,7,12,55,126,27,0,74
8,40,-87.69290305166882,41.98868069903239,1462,1383,79,3556,937,2619,1309,264,11,0,890,13,132,5,4,6,21,61,139,39,3,66
