precinct,ward,long,lat,total_units,occupied,vacant,total_pop,total_hisp,total_nonhisp,white_alone,black_alone,aian_alone,nhpi_alone,asian_alone,other_alone,two_or_more,Green,King,Buckner,Wilson,Johnson,Vallas,Lightfoot,Sawyer,Garcia
12,39,-87.7115464228118,41.98652597064859,1747,1661,86,4455,1002,3453,1538,297,12,0,1412,26,168,8,9,8,34,100,166,46,3,59
12,40,-87.68915703863941,41.97739703074688,2960,2800,160,6541,1409,5132,3291,451,11,1,1133,26,219,3,10,17,17,146,150,73,2,88
12,41,-87.79826454932406,41.97036158658057,879,852,27,2249,399,1850,1565,20,4,1,217,11,32,1,1,3,22,6,226,7,0,22
12,42,-87.63177377612097,41.8887604723114,2638,2297,341,3141,187,2954,2323,104,1,0,423,6,97,0,6,4,7,36,172,32,3,24
12,43,-87.63657644056055,41.91479413532323,4452,4011,441,6502,325,6177,5508,91,1,0,322,25,230,5,12,30,12,111,449,62,0,64
12,44,-87.63924095549096,41.94432115298731,5609,5181,428,8055,693,7362,6049,275,7,5,662,41,323,12,12,22,10,178,308,95,5,111
12,45,-87.769042432630215,41.978556722041,1635,1551,84,3821,1104,2717,2184,41,4,0,374,12,102,2,7,6,41,69,191,26,0,84
12,46,-87.64785308585978,41.9568180185021,6026,5653,373,8969,1066,7903,5479,1082,8,3,974,44,313,13,8,20,13,245,298,136,6,100
12,47,-87.66766504621984,41.962341746707295,1639,1552,87,2875,453,2422,1898,199,0,2,185,18,120,9,5,15,10,164,121,52,1,39
12,48,-87.6577680312052,41.97802371762709,3482,3180,302,5271,635,4636,2432,1151,1,1,822,26,203,10,15,13,41,189,168,90,4,55
12,49,-87.68469979006828,42.01758402588298,2858,2717,141,6791,1989,4802,1475,2488,12,4,545,68,210,12,6,8,40,109,75,113,1,69
12,50,-87.7057782630657,42.01013171401728,1629,1492,137,3522,173,3349,2749,104,1,0,397,44,54,2,2,0,5,12,97,22,1,13
13,1,-87.68451068850366,41.90327613021917,2112,1985,127,3906,674,3232,2623,181,6,0,235,15,172,3,6,12,10,174,110,46,1,49
13,2,-87.62943397662919,41.903132184591314,8393,7319,1074,10710,604,10106,8214,647,12,1,900,37,295,6,7,18,13,76,388,48,1,57
13,3,-87.63088196272193,41.86315451060882,2272,2099,173,4317,327,3990,2170,650,11,5,852,26,276,9,29,20,17,97,314,119,3,62
13,4,-87.60892365757081,41.81816049521445,1655,1469,186,2821,101,2720,112,2473,4,3,22,16,90,16,20,4,101,69,31,125,0,15
13,5,-87.58902617350651,41.77701200956238,1637,1469,168,3065,92,2973,163,2714,4,1,14,17,60,17,5,2,54,52,15,89,1,10
13,6,-87.62074773478294,41.75921809596667,1427,1248,179,2892,45,2847,30,2727,3,0,1,18,68,18,8,2,74,105,48,132,21,18
13,7,-87.55511709175592,41.74702155933986,2566,1972,594,5113,1007,4106,137,3800,8,1,5,13,142,13,1,3,63,57,32,117,2,31
13,8,-87.58804390287887,41.74052566953667,941,879,62,2013,36,1977,9,1909,4,1,6,7,41,17,15,1,85,77,46,167,4,21
13,9,-87.61074051182015,41.70375133153119,1087,994,93,2385,25,2360,9,2310,0,0,1,9,31,10,6,3,92,85,52,197,10,20
13,10,-87.53768696806827,41.698202920619025,1402,1309,93,4030,3449,581,440,94,5,0,12,7,23,4,2,8,28,37,125,19,1,181
13,11,-87.63855688398897,41.83448921406604,1267,1164,103,3062,533,2529,930,46,2,1,1472,12,66,9,7,5,27,55,345,17,0,51
13,12,-87.69278352063428,41.81936798475777,1897,1695,202,5467,4336,1131,356,43,2,0,697,21,12,0,3,1,18,33,81,12,0,121
13,13,-87.79638553875478,41.77955151637321,975,953,22,2330,1179,1151,1009,83,0,0,18,10,31,2,0,0,26,9,197,9,0,51
13,14,-87.7188070749553,41.81344701111555,1575,1509,66,5025,3838,1187,492,205,5,1,430,14,40,4,0,1,26,46,139,15,4,187
13,15,-87.6960665346866,41.78261597550756,1345,1209,136,4452,3542,910,116,720,8,2,2,23,39,3,1,0,26,19,26,29,1,79
13,16,-87.67002184205069,41.79287202481765,922,699,223,2094,586,1508,15,1444,0,0,10,1,38,9,1,0,28,22,13,41,2,6
13,17,-87.6567116359655,41.77138887131422,1148,919,229,2531,239,2292,8,2216,4,0,3,8,53,11,3,1,48,17,8,64,2,3
13,18,-87.7153982768007,41.738620294437375,1445,1403,42,4501,1576,2925,492,2324,2,0,23,20,64,14,6,5,65,61,105,135,4,51
13,19,-87.66499508639303,41.7189003825934,804,763,41,1927,99,1828,231,1490,1,0,10,10,86,16,7,7,65,94,76,148,5,27
13,20,-87.60517779488296,41.79909523373275,2578,2290,288,4326,291,4035,966,2455,6,1,396,22,189,20,14,7,71,176,62,165,3,42
13,21,-87.65465361909007,41.69373954202035,1227,1077,150,2880,61,2819,11,2736,3,0,2,23,44,14,4,2,81,61,35,149,3,9
13,22,-87.72991917302186,41.840499609101585,1551,1458,93,4979,4858,121,83,12,3,1,4,10,8,3,1,2,4,26,39,10,3,201
13,23,-87.74959928863635,41.79966177159701,1372,1325,47,3961,2659,1302,1137,85,3,0,51,9,17,5,1,2,35,29,220,23,0,180
13,24,-87.706901268893,41.86996049919302,2118,1914,204,4927,304,4623,138,4388,6,0,9,17,65,13,3,2,78,60,26,134,0,7
13,25,-87.65564547810479,41.86048585929258,3124,2947,177,5643,2039,3604,1919,959,11,1,562,24,128,13,4,16,18,159,140,47,3,120
13,26,-87.70560157232583,41.91190957404589,702,672,30,1553,749,804,561,131,0,1,55,5,51,4,0,1,12,67,33,28,0,25
13,27,-87.65874120493977,41.90443226878955,2719,2539,180,4950,1019,3931,2382,1020,4,0,331,11,183,11,5,8,63,72,68,116,1,28
13,28,-87.66253512078184,41.871659381456666,2604,2357,247,4990,474,4516,2090,455,2,0,1722,26,221,6,1,11,30,50,155,66,5,36
13,29,-87.77056985002362,41.90388096912596,1679,1554,125,4686,876,3810,80,3645,0,0,11,10,64,16,2,3,89,78,44,204,0,27
13,30,-87.77989606737873,41.933521967700905,1241,1188,53,4073,2966,1107,695,124,2,4,231,8,43,5,2,1,39,37,142,34,0,153
13,31,-87.75243889554176,41.93899782166255,1559,1429,130,4616,3359,1257,867,151,10,2,146,17,64,4,1,0,21,39,81,33,0,109
13,32,-87.66725582625516,41.93424336300102,668,622,46,1580,157,1423,1183,21,5,1,121,13,79,0,1,9,6,19,89,11,0,17
13,33,-87.71180949807076,41.97060139576527,1764,1618,146,5223,2167,3056,1542,446,13,11,868,32,144,12,5,14,26,197,90,55,4,102
13,34,-87.64444410257094,41.887728801186206,3701,3438,263,5235,332,4903,3782,258,7,2,653,8,193,5,2,14,14,66,205,47,3,41
13,35,-87.7195658154571,41.935499773452015,2395,2122,273,5554,3152,2402,1872,175,16,1,168,20,150,11,2,16,11,199,76,20,0,77
13,36,-87.74575926300821,41.914901164050825,1053,964,89,3346,2826,520,164,279,8,1,27,25,16,3,0,0,12,7,27,4,0,32
13,37,-87.72716845669824,41.89232647482084,1588,1380,208,4167,1416,2751,82,2579,1,0,6,14,69,14,4,0,50,27,14,78,3,14
13,38,-87.80512302332393,41.94438222207177,1299,1272,27,3373,1157,2216,1838,77,1,0,197,7,96,0,1,2,31,23,183,20,0,33
13,39,-87.74291465410236,41.96454323804385,1494,1430,64,3669,1031,2638,1972,63,10,7,395,21,170,6,2,10,31,137,274,57,4,100
13,40,-87.68207387426634,41.97872790468989,1177,1065,112,2374,405,1969,1469,171,7,0,215,6,101,4,7,17,14,177,108,75,4,88
13,41,-87.78752265471778,41.97019308231967,1912,1825,87,4741,1118,3623,3036,52,7,0,408,11,109,6,4,8,67,53,426,33,1,68
13,42,-87.62879475662142,41.88879251977387,1304,1109,195,1412,88,1324,1065,57,0,0,170,2,30,2,3,6,8,44,130,38,0,30
13,43,-87.64065937660341,41.9158788838318,2173,1977,196,4395,245,4150,3366,235,4,1,299,41,204,6,6,12,3,62,369,57,1,46
13,44,-87.65288205777678,41.94697320764664,4064,3715,349,7006,684,6322,5374,230,10,0,338,33,337,13,6,26,15,224,227,71,0,62
13,45,-87.7615786354432,41.97830122233403,1195,1127,68,2891,664,2227,1750,53,5,0,325,9,85,5,9,9,50,99,354,51,2,69
13,46,-87.6542862483874,41.956326158931454,3813,3567,246,6270,919,5351,3630,988,7,3,398,33,292,15,9,26,10,295,173,78,2,70
13,47,-87.67166508091005,41.96338146083342,1683,1609,74,3054,437,2617,2038,196,4,0,216,10,153,10,1,13,9,171,140,31,1,50
13,48,-87.65492790029349,41.99340676040059,1828,1652,176,2684,259,2425,1544,312,3,0,461,15,90,4,11,11,18,102,219,73,3,62
13,49,-87.67753574226019,42.01452639459392,3798,3478,320,8466,2666,5800,2407,2440,21,5,550,73,304,12,7,5,42,186,111,115,3,84
13,50,-87.69729919423384,42.00124838380721,1547,1474,73,4428,974,3454,1250,388,6,1,1606,53,150,16,9,9,30,159,151,78,2,73
14,1,-87.67986037745962,41.908767840971336,1641,1541,100,3132,470,2662,2075,271,5,0,172,3,136,12,6,12,29,100,98,40,2,57
14,2,-87.63152199753033,41.90484005068138,4145,3693,452,5348,357,4991,4049,337,2,1,404,18,180,5,5,12,12,50,224,32,1,33
14,3,-87.62507060009591,41.8594568552554,4462,4011,451,7124,602,6522,3430,1385,12,3,1293,39,360,11,15,19,13,157,227,82,4,65
14,4,-87.59878497373158,41.818371473755505,1649,1529,120,3124,124,3000,159,2696,2,0,29,21,93,10,27,9,54,89,34,104,1,21
14,5,-87.58803818388965,41.78342561162689,795,759,36,1508,32,1476,16,1419,2,0,5,5,29,10,2,3,67,53,29,94,1,11
14,6,-87.613500942755,41.75934915138018,2062,1745,317,3892,79,3813,12,3679,5,0,2,19,96,11,4,5,98,77,34,151,13,10
14,7,-87.54242311737958,41.74807291381409,2398,1819,579,4016,799,3217,107,2972,6,0,7,9,116,15,2,5,59,41,40,102,2,31
14,8,-87.58320798759998,41.74269031531044,1259,1137,122,2691,60,2631,12,2537,1,1,11,13,56,21,5,7,86,100,57,198,1,13
14,9,-87.60113597443848,41.7005816705437,1210,994,216,2407,75,2332,44,2222,1,1,5,8,51,15,2,3,52,38,21,95,4,17
14,10,-87.53202522687226,41.69835041859875,1506,1388,118,4203,3419,784,567,142,0,0,18,12,45,2,3,4,32,57,179,19,0,263
14,11,-87.64357927802257,41.83448372335605,2732,2476,256,5932,1298,4634,2174,296,5,2,1987,18,152,11,2,8,42,152,475,37,4,99
14,12,-87.70163871915065,41.81581413916762,1619,1470,149,4741,3812,929,237,67,13,1,557,25,29,4,2,0,17,25,50,10,0,134
14,13,-87.76638842715427,41.783192904590976,1041,1017,24,3008,2000,1008,905,53,5,0,18,5,22,3,0,2,32,17,178,12,0,68
14,14,-87.69573081008339,41.797308343629325,920,895,25,3559,3290,269,170,23,8,1,30,29,8,3,0,0,11,26,38,7,1,127
14,15,-87.69979365373035,41.78245768586778,1496,1364,132,4404,3302,1102,110,916,4,1,5,30,36,3,0,0,28,25,15,16,1,68
14,16,-87.65059673418439,41.76965888439052,2044,1519,525,4222,225,3997,38,3883,6,0,0,9,61,13,3,1,86,33,25,115,5,9
14,17,-87.64674680583379,41.76155967752261,895,620,275,1785,176,1609,13,1533,1,0,4,7,51,6,3,1,39,22,12,80,2,7
14,18,-87.69047515618847,41.760364804891715,1427,1331,96,3694,1287,2407,89,2238,3,0,10,11,56,13,9,1,88,41,41,120,0,31
14,19,-87.6767503625657,41.68815399294032,1282,1193,89,3119,133,2986,1171,1708,5,0,17,17,68,5,5,6,42,106,279,131,1,21
14,20,-87.61140300723119,41.79505734480251,3593,3079,514,5992,169,5823,163,5471,5,2,29,24,129,9,17,6,60,89,27,119,3,9
14,21,-87.64669010259406,41.69620575225159,1100,1033,67,2823,89,2734,30,2616,3,2,3,10,70,15,11,6,112,127,59,238,12,22
14,22,-87.73540255152263,41.84043128426872,1119,1027,92,3615,3499,116,65,31,4,0,4,6,6,0,1,1,5,28,22,3,0,198
14,23,-87.7373462531331,41.79675789642158,1499,1398,101,4536,3500,1036,769,68,16,5,126,7,45,5,2,1,34,23,130,15,0,151
14,24,-87.71209283397455,41.86530521743892,1851,1685,166,4100,205,3895,33,3794,9,0,3,11,45,9,5,2,80,55,16,130,3,8
14,25,-87.65385400746294,41.85626057823888,2473,2198,275,4735,3211,1524,965,283,4,3,167,14,88,13,4,11,33,198,96,52,0,270
14,26,-87.73274545141707,41.91177049398623,1252,1153,99,3434,3026,408,107,236,0,5,17,16,27,3,2,0,20,13,29,17,0,67
14,27,-87.69772786526852,41.877692407302725,1366,1188,178,3105,259,2846,171,2568,3,0,23,3,78,15,2,2,90,58,22,87,1,13
14,28,-87.66161318257389,41.86812878422621,2222,2072,150,4327,359,3968,1076,1682,3,0,1022,25,160,14,3,5,45,52,61,103,0,27
14,29,-87.77281564510275,41.898388727028916,1425,1305,120,3554,492,3062,214,2775,2,0,14,4,53,9,2,2,92,82,21,171,2,23
14,30,-87.76176575190874,41.94624537668305,1507,1427,80,4141,2191,1950,1595,68,9,0,175,9,94,4,2,2,36,73,148,25,0,84
14,31,-87.75382118794555,41.92778569667836,2207,2089,118,6580,5653,927,606,191,4,0,57,22,47,2,0,2,26,26,94,28,2,132
14,32,-87.66102502471853,41.936972432741975,2864,2719,145,6025,422,5603,4883,117,2,0,310,23,268,6,6,26,11,157,305,63,4,44
14,33,-87.70632352184626,41.96543474843777,2446,2294,152,5372,2169,3203,2125,210,5,0,667,31,165,16,4,12,16,251,134,40,1,115
14,34,-87.64136798228569,41.88883717833192,3015,2821,194,4391,279,4112,3199,226,1,2,515,4,165,3,8,16,8,50,286,42,2,36
14,35,-87.71470413816206,41.93500132517539,2223,2020,203,4861,2677,2184,1703,131,13,0,200,15,122,9,3,5,13,178,52,28,2,65
14,36,-87.73210360015776,41.9075196444471,1824,1627,197,4818,3630,1188,169,956,2,0,10,9,42,5,6,2,39,38,46,49,0,86
14,37,-87.75180252557597,41.90595990987927,1316,1198,118,3348,1020,2328,35,2230,2,0,16,9,36,8,6,1,88,71,28,161,3,29
14,38,-87.79986267999968,41.94391100608135,1331,1263,68,3727,1454,2273,1917,80,1,0,183,13,79,1,2,3,46,33,273,23,2,58
14,39,-87.74439888526922,41.99349549089808,1335,1287,48,3394,316,3078,2242,44,1,1,677,8,105,4,8,4,34,48,569,46,4,48
14,40,-87.67731827376815,41.978534365563384,2160,1971,189,3784,668,3116,2489,144,4,0,253,23,203,11,11,25,11,324,139,72,4,76
14,41,-87.79011553015192,41.97782920253621,1566,1530,36,3979,904,3075,2565,47,4,0,349,11,99,6,4,11,45,47,520,33,0,63
14,42,-87.63720432717825,41.88170348254916,3190,2883,307,4724,321,4403,2427,233,9,0,1521,26,187,3,0,3,3,19,88,39,0,19
14,43,-87.6426634020764,41.91938443890913,1935,1817,118,3786,214,3572,2920,177,2,6,266,28,173,3,10,9,3,48,188,39,0,28
14,44,-87.65161558896081,41.935884330002345,4621,4386,235,7702,645,7057,5771,326,7,2,588,13,350,7,10,20,5,232,217,51,1,55
14,45,-87.77624605132557,41.97410104382477,1464,1385,79,3382,884,2498,1988,50,0,0,331,10,119,1,4,8,19,50,201,31,0,44
14,46,-87.65089794353248,41.95689457856579,4151,3912,239,6506,833,5673,3813,1109,8,2,454,29,258,5,8,15,28,121,85,55,2,40
14,47,-87.69168174957584,41.95837523209155,1801,1703,98,3763,663,3100,2582,59,4,4,272,8,171,6,6,24,17,188,200,41,2,102
14,48,-87.65627251921659,41.98032973946991,6366,5939,427,9146,924,8222,4885,1616,8,1,1326,54,332,15,9,18,17,161,127,79,3,48
14,49,-87.67192054092135,42.016465075817784,4039,3839,200,7995,1697,6298,2785,2608,14,0,466,52,373,17,14,18,39,254,127,132,2,102
14,50,-87.70776020494513,42.00571000647909,693,608,85,1369,52,1317,1002,39,1,0,248,7,20,2,1,0,13,15,77,15,1,8
15,1,-87.67956418946123,41.90457390622095,2579,2450,129,4818,649,4169,3365,285,6,1,279,13,220,8,3,22,17,198,185,45,1,64
15,2,-87.63092947835007,41.90679898244468,6232,5517,715,8309,518,7791,6859,171,6,3,509,21,222,7,10,9,6,40,382,54,4,44
15,3,-87.62248028537067,41.81968140585656,3827,3491,336,7467,171,7296,164,6923,2,0,30,27,150,21,10,5,99,98,35,115,0,17
15,4,-87.60940493071446,41.82151399986018,1804,1691,113,3751,110,3641,116,3367,3,0,27,14,114,12,15,8,40,98,32,90,2,20
15,5,-87.58642520265141,41.79348323499169,5497,4846,651,8227,616,7611,2582,3725,9,3,896,33,363,12,19,24,57,263,110,169,1,74
15,6,-87.60639451608354,41.7608426422995,1960,1540,420,3798,98,3700,9,3594,1,0,1,10,85,22,6,4,102,80,40,118,16,10
15,7,-87.56140914572228,41.74187565138163,1798,1476,322,3957,485,3472,68,3255,3,1,4,27,114,18,9,1,101,60,31,159,2,16
15,8,-87.58988290799502,41.73512408834132,1198,1050,148,2243,52,2191,14,2114,2,0,3,12,46,14,8,4,61,76,41,131,4,7
15,9,-87.611412137147,41.69552121005062,1481,1173,308,2470,55,2415,6,2357,0,0,0,3,49,11,7,1,87,58,33,148,3,13
15,10,-87.52688720511927,41.696819914328216,940,906,34,2401,1750,651,514,94,0,0,10,7,26,1,2,4,49,31,204,21,0,148
15,11,-87.64862234329173,41.834366631965224,2711,2413,298,5618,1693,3925,1629,320,4,1,1835,25,111,10,6,7,26,169,178,30,1,103
15,12,-87.69661830765462,41.81446866536085,2145,1973,172,6537,5614,923,366,62,9,0,442,27,17,1,1,3,24,26,68,12,0,127
15,13,-87.77468973715494,41.77635647069187,979,942,37,2178,1047,1131,965,70,8,0,51,8,29,2,0,1,30,7,173,5,1,71
15,14,-87.70793675930412,41.77889533561168,1268,1155,113,3548,2809,739,213,483,1,0,9,9,24,5,1,0,30,19,25,21,2,101
15,15,-87.69999726757656,41.775368007350814,1345,1196,149,3584,2299,1285,92,1124,9,1,12,4,43,5,1,0,22,23,36,29,0,70
15,16,-87.64766845552047,41.795892025745836,1398,1135,263,2994,646,2348,40,2208,3,0,17,12,68,11,6,4,79,25,26,111,3,12
15,17,-87.66640442774984,41.753779124363945,1917,1625,292,4134,199,3935,15,3817,8,0,3,8,84,22,4,5,109,55,25,185,5,16
15,18,-87.69818846047438,41.755087323638904,1269,1149,120,3340,1374,1966,103,1805,2,1,8,13,34,8,1,1,49,41,41,71,0,38
15,19,-87.70312528615865,41.68787836229686,906,829,77,2110,236,1874,1659,132,3,0,11,11,58,1,2,4,30,15,386,5,2,30
15,20,-87.61327769369889,41.78301348207241,2159,1666,493,3901,100,3801,93,3568,11,3,5,12,109,12,5,7,58,59,16,94,1,9
15,21,-87.64038967353814,41.68946511489983,1436,1331,105,3454,84,3370,20,3276,6,0,2,6,60,17,14,4,122,89,43,238,1,15
15,22,-87.73189361344079,41.829698670199086,632,587,45,2163,2066,97,42,28,2,0,1,12,12,2,0,1,10,9,18,0,0,108
15,23,-87.72672984671904,41.79693281430977,1336,1285,51,4396,3460,936,658,36,9,1,192,19,21,2,0,6,31,25,147,12,0,128
15,24,-87.71165580514257,41.85912160984309,1188,1022,166,2860,232,2628,58,2522,5,0,3,5,35,8,2,2,61,29,16,97,1,4
15,25,-87.6473591096321,41.86162247609547,1767,1642,125,4073,785,3288,1665,540,6,0,926,55,96,8,4,7,16,69,191,49,1,58
15,26,-87.73322053778473,41.91531951354625,1096,991,105,3365,2975,390,133,165,4,1,43,16,28,6,1,0,15,25,52,15,0,90
15,27,-87.63897752464806,41.90004350609678,6167,5308,859,10251,612,9639,6447,1756,24,1,1035,41,335,14,3,11,28,65,99,69,0,25
15,28,-87.64291291668812,41.86785047815578,4075,3575,500,9850,1334,8516,3486,2499,30,4,2071,166,260,6,2,1,53,19,13,69,1,3
15,29,-87.76795408045027,41.898461360007765,1660,1525,135,4304,768,3536,50,3385,2,0,8,14,77,12,3,0,95,73,24,143,0,16
15,30,-87.72360452033878,41.9466797529509,1675,1511,164,3620,1449,2171,1681,108,16,0,249,15,102,17,7,11,12,162,161,46,1,90
15,31,-87.7668709247841,41.93516683171883,1020,971,49,2731,1936,795,578,86,5,0,80,20,26,2,0,1,12,15,44,13,0,66
15,32,-87.6622822144372,41.93068262514471,2638,2536,102,5701,343,5358,4710,53,1,0,373,13,208,3,13,22,10,81,455,60,6,63
15,33,-87.70588862204721,41.97174891159951,2145,2035,110,5649,2408,3241,1870,359,11,5,807,23,166,7,5,8,15,212,99,25,1,77
15,34,-87.63264156682072,41.87875835451955,5171,4316,855,8692,859,7833,4707,1060,15,4,1617,53,377,9,3,13,15,59,145,43,0,50
15,35,-87.7085869737373,41.934959443751396,3616,3363,253,7706,3730,3976,3011,325,5,1,368,23,243,8,2,6,17,216,104,37,2,111
15,36,-87.72282977446496,41.905129896074214,1427,1299,128,3958,3202,756,254,400,3,0,42,19,38,0,1,2,17,27,28,13,0,44
15,37,-87.7516851734815,41.90175353253305,2029,1851,178,4845,1139,3706,39,3567,5,0,5,8,82,10,2,1,99,66,23,184,3,18
15,38,-87.79079548476068,41.947916199276314,2608,2502,106,5788,1911,3877,3277,143,8,1,305,19,124,7,2,5,48,23,199,20,3,56
15,39,-87.72058785319454,41.980833759447385,2710,2569,141,5808,1129,4679,2645,261,14,0,1557,20,182,4,2,11,31,123,172,59,0,76
15,40,-87.6717959605685,41.98179076989561,1466,1346,120,2662,481,2181,1722,125,5,2,208,12,107,6,6,13,20,205,112,52,1,88
15,41,-87.81988428035883,41.990560461261246,1493,1446,47,3860,441,3419,3142,25,0,3,139,14,96,3,3,9,72,66,742,46,1,54
15,42,-87.6375529790931,41.887365311485006,1703,1358,345,1966,128,1838,1389,108,1,0,247,5,88,4,1,4,1,23,78,7,0,11
15,43,-87.6439395809594,41.91461221994637,2561,2165,396,4955,312,4643,3250,731,2,5,427,30,198,4,18,20,34,85,427,117,1,68
15,44,-87.64223512309526,41.94223001979534,4863,4519,344,7146,532,6614,5351,348,8,4,608,25,270,16,11,29,9,206,306,92,4,81
15,45,-87.76184645512478,41.9725801042753,1395,1313,82,3503,979,2524,1815,31,3,2,491,11,171,2,5,5,38,72,160,41,3,72
15,46,-87.64808809243453,41.95986365097341,4990,4616,374,7317,760,6557,4666,817,3,1,729,55,286,17,7,29,22,201,386,145,2,108
15,47,-87.6867538562559,41.95769612408556,1480,1390,90,3289,519,2770,2242,64,4,0,276,16,168,13,11,15,23,135,286,85,4,87
15,48,-87.65771020037542,41.986401320006514,5810,5340,470,8669,1169,7500,3910,1460,11,4,1749,55,311,19,10,7,33,139,79,58,1,34
15,49,-87.6692706563625,42.01130577107503,3950,3728,222,7590,1633,5957,2947,2120,13,0,555,48,274,15,11,19,47,296,103,99,0,81
15,50,-87.6923875116094,42.0014007900625,1647,1545,102,4716,1232,3484,1209,537,11,1,1497,76,153,7,6,4,18,129,169,55,2,88
16,1,-87.6775674274394,41.901044907865874,2750,2548,202,5077,655,4422,3745,171,2,2,252,28,222,13,9,18,9,194,208,59,2,61
16,2,-87.63033106808653,41.90959388888597,4738,4246,492,6156,311,5845,5203,121,2,0,333,25,161,5,9,15,20,49,429,70,0,39
16,3,-87.62327710176498,41.86219835388528,3692,3473,219,5929,424,5505,2998,910,3,0,1301,36,257,5,9,7,52,45,65,100,1,21
16,4,-87.60099992655438,41.82228765506895,1500,1379,121,2664,93,2571,97,2355,1,0,22,17,79,23,32,11,100,104,37,116,3,23
16,5,-87.58058589050188,41.7970143064427,3131,2793,338,4759,362,4397,1992,1524,4,0,618,32,227,12,8,13,17,137,74,102,3,34
16,6,-87.60771123019028,41.75397733769881,1201,986,215,2272,48,2224,14,2137,0,1,0,9,63,15,6,1,58,35,23,92,5,8
16,7,-87.56077237640956,41.73816289523858,1348,1105,243,3061,631,2430,56,2276,3,1,0,22,72,5,2,0,41,17,14,57,2,9
16,8,-87.58789962528498,41.72894428058354,1342,1189,153,2558,35,2523,17,2465,4,0,2,8,27,7,6,3,59,51,27,173,10,10
16,9,-87.61877181648498,41.69953228434576,2068,1722,346,4261,60,4201,20,4077,0,0,0,19,85,25,9,9,88,72,55,180,8,19
16,10,-87.53564288378432,41.6908759160752,1359,1311,48,3950,3092,858,685,107,15,0,11,6,34,7,3,1,35,44,210,25,0,225
16,11,-87.65348145161033,41.83430984474153,2719,2438,281,5598,1662,3936,1989,176,9,1,1608,34,119,12,2,14,27,192,254,49,2,96
16,12,-87.69731577470044,41.8100469743176,2050,1900,150,6472,5707,765,353,50,1,0,324,16,21,1,0,0,25,37,56,3,0,144
16,13,-87.75722809359958,41.776268966080735,839,813,26,2293,1406,887,773,62,1,0,25,6,20,2,1,1,33,40,138,15,0,89
16,15,-87.69573531734487,41.77543297761151,1547,1327,220,4315,2541,1774,105,1557,10,1,27,16,58,6,5,0,28,45,50,51,3,86
16,16,-87.64465260865695,41.790076112017914,1265,924,341,2334,174,2160,18,2065,1,3,4,7,62,4,2,0,61,22,6,87,0,4
16,17,-87.66110569694992,41.75404845362884,1525,1357,168,2977,145,2832,9,2748,4,2,3,2,64,10,2,6,41,26,19,99,0,5
16,18,-87.69836851358318,41.76197412884846,1138,1075,63,3401,1532,1869,138,1673,4,0,18,6,30,26,6,3,78,60,48,142,0,32
16,19,-87.71804209310342,41.694959445258164,1328,1280,48,2814,285,2529,1972,476,3,0,16,8,54,1,3,2,39,19,470,20,1,50
16,20,-87.60842612499265,41.783100224272665,1985,1644,341,3286,85,3201,104,2937,2,0,54,10,94,14,5,3,88,75,32,136,4,20
16,21,-87.66163831370235,41.72455293492057,1877,1667,210,4098,105,3993,59,3833,3,0,5,21,72,18,6,6,99,103,40,222,2,14
16,22,-87.74128972302509,41.8139674060213,847,823,24,3120,2226,894,433,285,1,1,148,3,23,4,1,1,37,18,83,23,2,125
16,23,-87.71632618883245,41.79823690020994,650,617,33,2320,1887,433,147,105,1,1,158,11,10,2,1,0,11,17,53,5,1,111
16,24,-87.71616245693116,41.85291228033624,775,645,130,1912,446,1466,69,1341,3,0,6,8,39,3,2,0,26,27,10,53,0,10
16,25,-87.64789344380985,41.85630597302102,1919,1709,210,3882,2140,1742,1063,244,7,0,262,30,136,9,2,7,19,207,120,34,1,194
16,26,-87.70928876049264,41.904627679508764,1235,1093,142,2895,1591,1304,752,422,3,0,28,21,78,5,4,6,19,131,74,43,1,78
16,27,-87.65410579220257,41.885884925427305,4079,3231,848,5591,367,5224,3858,286,2,6,761,23,288,10,6,15,13,56,168,39,1,28
16,28,-87.66623731020664,41.86343700941134,2842,2621,221,5517,982,4535,772,3318,5,2,275,23,140,16,6,8,86,73,76,121,1,33
16,29,-87.77251090263492,41.89109584239332,1774,1642,132,3680,321,3359,315,2940,1,0,20,13,70,11,6,0,72,107,42,170,0,21
16,30,-87.78279325131209,41.93709669402902,1385,1319,66,4508,2668,1840,1449,105,4,0,211,14,57,0,2,1,47,22,118,21,0,75
16,31,-87.7602960543415,41.925582775852966,1744,1635,109,5389,4645,744,443,210,1,1,46,14,29,4,2,0,14,22,51,14,0,75
16,32,-87.66706608898193,41.92879587886861,1719,1649,70,3608,355,3253,2539,235,3,1,331,11,133,2,2,7,3,54,205,28,1,28
16,33,-87.70225887558315,41.96295613243823,1571,1467,104,3476,979,2497,1956,127,6,0,240,31,137,6,9,36,21,222,217,73,2,92
16,34,-87.63323998991704,41.872885301131966,5218,4430,788,7792,722,7070,4358,882,12,6,1463,33,316,16,9,27,9,119,172,76,2,47
16,35,-87.70453862113162,41.93486221605697,1989,1862,127,4417,2104,2313,1814,175,3,0,182,13,126,19,5,19,22,279,130,50,3,136
16,36,-87.7149219285346,41.90116725193024,1562,1423,139,3902,2238,1664,374,1176,4,0,30,16,64,4,1,0,14,20,18,35,0,28
16,37,-87.76181054415903,41.914642229889964,1713,1568,145,4175,1847,2328,73,2182,4,0,16,13,40,6,3,0,81,82,51,178,0,18
